block_time,tribute,paidAmount,amountBought,tx_hash,action,price_per_token,diff
2022-08-21T10:00:25+00:00,0.00044,0.02156,0.014564312249503563,\x6284e6487c4970eef44e50190a741a5c501714b49b649bbcbf8916a876f17a69,Buy,1.5105416323898089,-0.038188393933428676
2022-08-05T19:51:15+00:00,40,960,637.6628721989961,\xea263e8ea4ffb74919c6be6e497020f3a81dd09981bed6a4e8a99b0bbddcfe74,Buy,1.5682267913003551,0.0012277017158265429
2022-08-05T19:49:30+00:00,44,1056,702.2913637311585,\x26fd8e44225d8f0cda9cc3baebaef7521394e6dbde6fb730fdbfaf4d7efdcc22,Buy,1.5663014765778707,-0.007186105466903893
2022-07-25T17:32:45+00:00,0.28,6.72,4.437240382735033,\xc160594ca6ef92c2fbac3c3eb800310407d419c3434c2551531d8a5b4399a729,Buy,1.5775570841815265,-0.0009452879734319204
2022-07-12T19:34:10+00:00,40,960,633.2928391433592,\x2d7f9bf41ae9484c00786c89fff210595dd94151d22045ac1a4ec2de9c6a419c,Buy,1.5790483299206055,-0.004220514211292244
2022-07-07T22:02:10+00:00,4,96,63.06312509864857,\x1ecb71d97aac6e49902d91f8b4d6811d0ec2cf3ca3165ada517504ba32d05a1b,Buy,1.585712725837353,8.647353721317406e-05
2022-07-03T17:51:50+00:00,2,48,31.53428943087488,\x94d4824079fd23d1836cd888f6f6f933d74f157d94d31d17ddcba269d8e2a48c,Buy,1.5855756036489457,-0.0021431430678519442
2022-06-26T00:36:30+00:00,14.11972,338.87328,222.1515659927864,\x4749171eb1999874abd1efc54fd568a0febf066e4e0ee021131c09e4695dc4c6,Buy,1.588973719012461,-0.029538186783405775
2022-06-14T18:13:10+00:00,3.40458,53.33842,34.6859121045348,\x2104fdd60aa923db522f6a507777a980a9dbfbe4db2aac883432ee03261bb05a,Buy,1.6359091215185741,-0.00023714546411458015
2022-06-14T12:47:05+00:00,0.9,14.1,9.167039577043875,\x3de0e5c74f2268b29d94bdefd65ac52fb655dfaaf00436121577fd52cb6fb858,Buy,1.6362970699464459,-0.13568564650040738
2022-05-28T10:36:55+00:00,23.02624,264.80176,154.88620907918573,\x9595f60a34868edf9a4258ef141948eb622134fa39aea71fb6fc2c1325016f19,Buy,1.8583190957488518,-0.004738382792705821
2022-05-26T18:21:25+00:00,59.2,680.8,396.3313592072125,\xf0e26b11a1069004e71d25e34db91fbca599bebffcbad7aa6f25d53fff2ee87b,Buy,1.8671245229755047,-1.1788650364316791e-05
2022-05-25T20:01:40+00:00,28.43568,327.01032,190.3685616288391,\xaec724147aa22e1a85f54c8f78df85b30a05b0adf331794ea250407f885c30c6,Buy,1.8671465338536928,-0.021863153973053644
2022-05-19T22:43:05+00:00,126,1134,660.3883490370341,\xff6671cf8689cceed9afecfb5675ddf12aeef2da378527da08ba96e9c86f457d,Buy,1.9079682460135894,0.0005730953201666187
2022-05-18T01:51:15+00:00,1.189,10.701,6.2353333372205855,\x7d287621699ca5dcd9a98645444410df401c61fcbe6e204c4e29becee13aaf3d,Buy,1.9068747983407726,-0.34969971332759225
2022-05-10T19:47:05+00:00,180.12,1320.88,583.2051596329107,\x44bdb69865630c13d790361a81b6e1f83f60afc72efb4a7750cdd66464665097,Buy,2.573708368672151,-0.00022175783661431732
2022-05-09T15:16:15+00:00,1.2,8.8,3.8845826648371777,\xc9921fb4991a8e0581ee39d845cd2c6a6c42be91eea3d91899d7997e68ebab4b,Buy,2.574279108672064,-0.005722184328916648
2022-05-05T18:48:10+00:00,1.44,10.56,4.6349770050215895,\xf711cc182733cf2a156506e2aa01858965b42b96e2b1fed9d7ce7d1c3226f154,Buy,2.5890096082459646,-0.001369150980706958
2022-05-05T17:26:10+00:00,54,396,173.57398869146746,\x188f9ae15a74a15858dc80040d674205eda687ab399f58e7a0d6270fb722e192,Buy,2.5925543532901543,0.00014835130925475152
2022-05-05T11:50:55+00:00,1.8,13.2,5.786658081351494,\x8a4b7cd78a04527e434bf40766490ad6366ce685dbdb3a7a47cbdd4582cdc3f8,Buy,2.5921697444575296,6.860964122375354e-05
2022-05-03T23:45:40+00:00,24,176,77.16073505503527,\xb1848f29bfe37aed06052a22109a68c18dccb454a32828a208c4797b87d7c74e,Buy,2.591991896621371,-0.005825488386275266
2022-05-02T21:15:20+00:00,1.14,8.36,3.6439073750203317,\x51b39df6a79528ffce36cca474484a53d30e19b11cf23b53b4f0325b9aed3a22,Buy,2.6070915153124585,6.019747474004217e-06
2022-05-02T21:12:45+00:00,1.14,8.36,3.6439293105545945,\x971b1776ffea06a3eb25d2523ede663698ed290063aaaf5f8f8dd31362059f31,Buy,2.607075821279895,-0.026964718953480914
2022-04-21T15:54:35+00:00,56.364,346.236,150.37117207259686,\x896814a49b16b57bc2dea34fb64b73441b09b688a168457a2ac295997359a96c,Buy,2.677374888091123,-0.0003246419611938998
2022-04-12T16:30:20+00:00,34.3,210.7,91.4778463119471,\x45797f4b5f5feec87d7c88e8f12f93c141f5c79d6e3a9ccbbdc2481e9aa77b82,Buy,2.678244076325644,0.0006919096250654729
2022-04-12T14:15:25+00:00,280,1720,747.2749758254635,\x11cf86de733d76bcb3745c81c973ee1fc33bec052027f00d409d2a3e9b6c2587,Buy,2.6763909734709594,0.0006672425525861523
2022-04-10T19:55:45+00:00,22.96,141.04,61.31746163730899,\x0d146f950b88ae30871844249eca28489031274576c833191851ae277c1e6e42,Buy,2.6746051715261023,0.00022902414962317063
2022-04-10T07:33:55+00:00,80.92,497.08,216.1561685580837,\xd5112bc95c39a3708fc3f78aca4b94c1cb4b72cb748881c3f49ce76248f8371e,Buy,2.6739926223511157,0.0003868457176099764
2022-04-07T01:06:30+00:00,94.49706,580.48194,252.52134510055376,\x04e2dfa6b011757325d3e3cd9a909cab1cb161b74a9df1a3e40d057bf94a2994,Buy,2.6729581997562386,0.0010097361065030627
2022-04-07T01:02:35+00:00,363.02,2229.98,971.0667725257692,\x25313634b3b4ee5b27155d744de72147903565132f7c7652460e4c6a324141c0,Buy,2.6702592173507713,-0.025677534779412488
2022-03-30T20:33:25+00:00,88,462,200.81605134824505,\x1e58e515a00aac9272f3a64a6580dcd1a745e4ef2cb08cfc995ff3460aa21e24,Buy,2.7388248912743425,0.00016741136793214405
2022-03-29T15:13:40+00:00,0.88,4.62,2.008496758672307,\xf0abdd4db674edb34a98bf78b461d47b98ae1e101d13fbacc81a820b96d1cdda,Buy,2.7383663808527676,1.673036197906048e-05
2022-03-27T16:40:15+00:00,8,42,18.259366928293737,\x59a4987989105e3cae00358bebf876ba0b41f42d43b66f43cc6f9c3c057ed0cb,Buy,2.738320566991985,-0.02436954185076609
2022-03-24T15:31:50+00:00,3.1419,14.3131,6.222700631210276,\x0f44088471d303d3cb035cc725a6447bc7abb5ec3d84726ad3483a171d52a728,Buy,2.8050521846501093,6.019535279557121e-06
2022-03-17T21:47:20+00:00,0.54,2.46,1.069505257382138,\xbc66efb0ba91f5343865ad9d20a52434b930ea68b95f4340e2f910168cbbefeb,Buy,2.8050352995395227,3.82570080499933e-06
2022-03-16T16:41:20+00:00,1.8,8.2,3.565031163349718,\xd338a098b4bd2bd9aa1964f511192f4e1a52c35afed33137c8405bd11799e65a,Buy,2.8050245683137196,0.0004162011731058498
2022-03-15T02:09:55+00:00,253.72692,1155.86708,502.7338922027731,\xc1d12fb256dd7c24f85f00345a3724629bf25cfbaa44bda4c54a4dd82dd43bd3,Buy,2.8038571137977963,0.0006034732884768623
2022-03-15T00:35:40+00:00,115.2,524.8,228.39482545998004,\xc813f8502b1df86ebf833684d315ee31f7d58cb3607ca3f7febdbaece5e030ab,Buy,2.8021650609249136,0.00023277575029363279
2022-03-10T20:36:45+00:00,27,123,53.5425006129356,\x06764e2686812a601b8c32c16d151b1038c7cb03cb97ebaa7179bf8287e40d5d,Buy,2.80151278485041,4.568513679827188e-05
2022-03-10T20:35:00+00:00,0.9,4.1,1.7848315607051992,\x2f2af11fc6a7fb1ca35ee687a137b6b3b5157134e7806f98b6bb99e833cda527,Buy,2.8013847973555923,0.0002619573482281775
2022-03-10T19:43:35+00:00,159.04638,724.54462,315.4948669097288,\x51e8e6ba1b5fcc208ba1f9ea0bcd3e966975900b13163e56da250a8cadc890f5,Buy,2.8006509540227102,0.0002752617304903711
2022-03-09T19:05:20+00:00,9,41,17.857907928219845,\xcbc54ddbf40969b1e8735f35d637006eff04ba34d72ef4dd5bad6cff94027855,Buy,2.7998800419946064,-0.02478133988940311
2022-03-02T19:23:20+00:00,138,552,240.47971973809572,\xad7110448d1afbcc77a4a315e3a586ffd5c2c5f560b555f0d973eeefcbc495b4,Buy,2.869264820964831,0.00019839394590842542
2022-02-28T19:26:35+00:00,0.2,0.8,0.3485904911968166,\x134d2588950e4e82b6230fcd26a97df578cae6a6dcca3bf24e4b79a7a1a30b4d,Buy,2.868695576195144,-0.025619845471046697
2022-02-25T13:08:30+00:00,18.04,63.96,27.870385313196344,\x6cab2f14f5f36950da6f000e3aa76a1fdc2be00d5ca00f8f2c5a3d5e9c5d5edc,Buy,2.9421911135607384,-0.0006663500852224387
2022-02-23T17:20:50+00:00,132,468,203.79385058343988,\x86b4e5ab66af0a13aa1f421a38884c4a2e04b1286b00151a768f32d074af2cbf,Buy,2.9441516428600005,0.00016912850593719662
2022-02-22T17:17:50+00:00,0.66,2.34,1.0191416188165283,\xc8f3f696e3ff0bb8a64561e07f2bce8324822020caeabc81ef7631749b89dbe9,Buy,2.943653702891391,2.8896981381774886e-05
2022-02-21T02:09:25+00:00,22,78,33.97236899279856,\x16ce26979e4f35218448b1a45de9a12a268397006f666f6b03fb76ab9386c172,Buy,2.943568640185144,3.201533260035429e-05
2022-02-17T17:58:25+00:00,4.4,15.6,6.79469133286265,\x0b8a4f0f4e94ac64d6e994d731a2991bb80f2303eca6cbf90730083aff789fed,Buy,2.9434744008560965,0.00012205514952635871
2022-02-17T09:31:30+00:00,91.3,323.7,141.00705579417922,\xe5e2bb4524732ff4dc711b85fe7b8021417776f72ebc452fc940cbadd20593b6,Buy,2.943115134647973,0.00013188545134301287
2022-02-16T03:35:00+00:00,12.1,42.9,18.69014705168405,\x6a49f97b0fde45b77bea2ad73d3361d9f1a5c9e83ba12c27b665fa813f2d8121,Buy,2.9427269805800855,9.262085397347054e-05
2022-02-14T01:00:20+00:00,60.5,214.5,93.45939154707719,\xb0faee62b85d383e26c5d27dc8136ff4abcf86c89eb736d1a58a115b277eea12,Buy,2.9424544226941336,0.001425441852194186
2022-02-12T14:01:00+00:00,1056,3744,1633.6198279860057,\xf701c48f275e33acc411b92442fc9981d78d5a2e50ef058d48304634d31b1d90,Buy,2.938260125011851,0.001377392333426189
2022-02-09T19:12:45+00:00,22,78,34.08068889597832,\x7eb968d5479bb10dc5958f98a5cb785c1e54ac088362dbe413cfbd85624a280a,Buy,2.934212988042048,3.295588977933263e-05
2022-02-09T03:54:20+00:00,3.74,13.26,5.79390805571159,\xfb9a4d68c7949b1119661692bfedc4c1ca5ea68ba36350130776ec0cc93a950d,Buy,2.934116288442225,1.8873150033736432e-05
2022-02-08T23:49:45+00:00,11,39,17.041227667857093,\x478aea47f1d9719377cd527c021bacbb8b71b5ef6f77f518a2ec3a87076f57b0,Buy,2.934060912425297,0.00015353324336015106
2022-02-08T08:29:55+00:00,108.9,386.1,168.73406019931295,\xf772eea602badeefcad85befc2e085c2e6cda3c2aa0a95011ebde91c2f9d70ff,Buy,2.933610436537196,0.00015487814159514398
2022-02-06T15:38:40+00:00,12.0384,42.6816,18.655672737957,\x21dfac958743ed41a8654c67c8751a83e6a4956f5e525a978152b4619e199e0e,Buy,2.933156084404621,1.7392780441227454e-05
2022-02-06T14:37:25+00:00,1.54,5.46,2.386549351669292,\xfc773ca167794ab2ce838297cba47ace6a143cb699e1dcfa2699f99e9d005f88,Buy,2.933105068664845,3.3817002357215567e-06
2022-02-06T11:49:25+00:00,1.1,3.9,1.7046838730650637,\x2ccc6a93d9a6bc26641c251435344b9db3df8dc5a5aca38d23d1f86e063860e0,Buy,2.933095149782743,1.409328725564057e-06
2022-02-06T11:14:20+00:00,0.00022,0.00078,0.00034093725510568,\x95c0e4c29c7df16d95adeb767cf6bca25f4e143ef34af916dad65a95474eadac,Buy,2.9330910160874937,4.227440392128866e-06
2022-02-06T01:21:30+00:00,3.3,11.7,5.114080446055446,\x312e5d99f911119a588a72381dbf513c5d623a78030e80aac9f8dc474bb25e41,Buy,2.9330786166200586,1.2327315551795747e-05
2022-02-05T08:38:35+00:00,6.32346,22.41954,9.79972175499384,\x24933fd80d80792fa53f58b05f541f5d99a44f5f9bf195e6f12a004c5b16a435,Buy,2.933042459634413,9.63210676486128e-05
2022-02-05T08:32:40+00:00,68.8666,244.1634,106.7356366628666,\xb949a17752a85fc6efe37bec15868eb69801d9bed92c31dee76aefcc03603313,Buy,2.9327599458532423,-0.002887845602399711
2022-02-05T01:03:20+00:00,2.2,7.8,3.3999389259438617,\xc7e9d530c3f21f58feb310e229a2459e31f1c9f08bffe9d3168345d8cc760940,Buy,2.941229303765769,0.00065052294786516
2022-02-04T17:43:20+00:00,550,1950,850.5380259899038,\xc1ea145e5b6e5d23d98a96da69e3bcae0e0d685ef102a6d8672c8f08e30e7d2f,Buy,2.939315966608736,0.0007028217547566221
2022-02-04T12:20:55+00:00,0.22,0.78,0.3404544892174881,\x1499d9fed0cec58c3215144bda05ebb48b50da62d166903ab1e38c2a0e2088a7,Buy,2.9372501514032994,5.626248054224932e-07
2022-02-04T10:30:00+00:00,0.22,0.78,0.34045468076573665,\x79527ec6333e11bff918db1732f048af510d5d4dbb1de9f714ff56ecbf015e6b,Buy,2.9372484988335046,0.0005622387491912006
2022-02-04T08:31:25+00:00,440.00066,1560.00234,681.2934324628156,\x268767a4d45a93eebebdec00cb4ad10aeed81c2bb2ba43cbc4efc7910ed7367f,Buy,2.9355970639114566,0.00045653252730736634
2022-02-03T19:17:40+00:00,0.22,0.78,0.34080179236567953,\x768204431d40010c9d2a6cb8ee6ac992e8c64bd9c0d5215387e52c2c65e49c48,Buy,2.934256868364713,-0.002525124503068058
2022-02-03T07:21:20+00:00,2.64,9.36,4.079320715693084,\x4c0388fa581c8e6faa9cb9d416c65dbf6ede3f4b885d9364344da9394edacf96,Buy,2.9416662322813165,3.6502125271828575e-06
2022-02-01T18:22:10+00:00,0.22,0.78,0.33994463384458473,\x32d3711ca9fc64bb2f9e866343920d2eb05184756b52d2b8dd02da4140caa5bc,Buy,2.941655494574385,5.615741498552346e-07
2022-02-01T18:09:00+00:00,0.22,0.78,0.33994482474881066,\x42ffad750845f6c6b3dd8180fe7a990d14bf4c86bddb86776a16de0563f8b1e3,Buy,2.9416538426167014,1.1231494005523414e-06
2022-02-01T18:06:20+00:00,0.66,2.34,1.019835619674197,\xf22c03a95c1451b82bd629fcb2d5ec0ca0450925620a7e7cef4285c9d29aa5fe,Buy,2.9416505386999514,8.367815352687052e-05
2022-02-01T07:08:30+00:00,64.9,230.1,100.29222820309849,\x3a19d02a5985d6454a09a7f333fc3184fc6c0305bb3fbd209e93ba51cb715418,Buy,2.9414043868145514,8.564750969587889e-05
2022-01-31T23:16:10+00:00,2.2,7.8,3.4000277531675316,\xbe4108b0575f6f5a8648c2e04de15981d82ffa99c49c88b229dadf42e3be8fdc,Buy,2.9411524628538124,4.072280490073761e-06
2022-01-31T17:43:20+00:00,0.99,3.51,1.5300187195907704,\x9e9da0ed89be5bf2c83a38fa18f417dac5deeb98357e57fe4c811f4ad1821253,Buy,2.9411404856560197,-0.0011134526659582755
2022-01-30T20:50:15+00:00,1.98,7.02,3.0566340218810186,\x21d7bf23e4d5495f700367c6aa568cf9040bbdd1011bccfbe743a0f9fdc4159b,Buy,2.9444153063707312,7.334197011819563e-05
2022-01-30T17:21:50+00:00,55.54956,196.94844,85.7611762555055,\x65b995cb8c82aaa1f1990caaa74c4183585e75b729c02f0c6741dd1449083904,Buy,2.944199357151316,7.110100855015025e-05
2022-01-30T16:19:10+00:00,0.22,0.78,0.33967506433799716,\xbb8295069a0d6a00a37fe1276a73d9d2d853981911416740474ed42bcb09796f,Buy,2.9439900216076493,2.338186214729342e-05
2022-01-29T21:14:10+00:00,45.32,160.68,69.9746993924024,\xf7ec7f81335703c9c47f671bce20355892c67988ae997139d2fb071622c3dcfe,Buy,2.9439211856388012,5.89078672406212e-05
2022-01-29T06:08:40+00:00,0.88,3.12,1.358812071758068,\x5730bba3b7fa955603226e0078dedb1cc6ab3122807788763bc1375390a39996,Buy,2.9437477655204307,1.4588078862845521e-05
2022-01-29T04:54:55+00:00,10.56,37.44,16.305982734058876,\xcf4807c02978f90000b3d2dbba8e6e346e7a836d3cd5fcf1f5232aec36588ab4,Buy,2.9437048218958752,5.2742990266057276e-05
2022-01-29T02:38:45+00:00,30.8,109.2,47.56162484998822,\xc5ddf83cb74d96780aaf0ef111a09095b1404ac2ff2184ca7a331c797f117ace,Buy,2.943549562101108,0.0002485248559415872
2022-01-28T21:14:40+00:00,165.35508,586.25892,255.40621122041478,\x5157b03d2c98d7b694b77d81a58dacea24db8643c42ee84c94993af296f883b4,Buy,2.9428180168702296,0.00035126983447878775
2022-01-28T20:56:45+00:00,110,390,169.96487508463673,\x316eb5e4ff61205dca13540a9c1802364d1ffd665c44408b8b768f425a6d6c9f,Buy,2.9417842936725425,0.00014178482425840586
2022-01-28T18:19:25+00:00,1.1,3.9,1.699889769418583,\x386b7fddc5a89ed6ac1d19adf2d5eeb0f4c9d10d97ccbe960c66e2be6a030cde,Buy,2.9413671933034577,5.756997346363954e-05
2022-01-28T13:50:35+00:00,44,156,67.99950550647087,\x53912394cdc1206f8504842abdb7bdfb772dd46fb2918b09f78186acbb0858ba,Buy,2.9411978588721928,5.644836285091056e-05
2022-01-28T11:59:40+00:00,0.22,0.78,0.34001672091959223,\xd7127406dd6a2f9bff7f7c12e403360be37e4db89888d67dfcae883087c84cac,Buy,2.9410318330682386,2.8086165214144365e-06
2022-01-27T20:05:55+00:00,1.98,7.02,3.060159083089689,\xe3647014f012879cf8d612642e9db054407f20004ff44031481ca7a4d6bc2b13,Buy,2.941023572837642,1.6570981234222983e-05
2022-01-27T19:48:00+00:00,11,39,17.001165520937523,\xef49ead6c4708884229eb92ea04bd8998cb911de6321a179b4d836ce77bccf7a,Buy,2.9409748371912072,4.213065702494629e-05
2022-01-27T19:39:15+00:00,22,78,34.00376364277864,\xcd6f1d66205724bbd5098e29d23c8800643ef0f2e635097498741d19f69bf09c,Buy,2.9408509319890226,3.089694069550995e-05
2022-01-27T19:33:30+00:00,2.2,7.8,3.400481428750904,\xe8fe23a42ac08349d005cb0b337ba6e16ebad370f4a88a545a1610962d0439a6,Buy,2.9407600686921826,7.303486280841546e-05
2022-01-27T19:31:50+00:00,55,195,85.01824501463345,\xd40090c2afc0cd9e3a70ff78d886663d9ac8490d079d233d7121f40ba80dfc91,Buy,2.9405452906840135,0.0002387972310976919
2022-01-27T18:18:00+00:00,132,468,204.0925247649219,\x0eeaa302ee2938c7d211c89c0a52a304ea59a6a276a4760452f1e543279f5e6e,Buy,2.9398430966106806,0.005776476819615109
2022-01-27T15:10:25+00:00,4378,15522,6808.397287144497,\x9cfb6c589cf626f76600657c35e677f0baffca842b45205ad460eb48e24ea312,Buy,2.9228611611098034,0.005625959459659449
2022-01-27T14:19:15+00:00,1.1,3.9,1.7203310977226516,\x57421f5f26798d2136ac4ca435cf7a0262f3c549a64d717469483937f28af758,Buy,2.9064172627111864,3.70551343861537e-06
2022-01-27T12:09:35+00:00,1.76,6.24,2.7525399559300396,\x1c416d34881769221fa6cb634266bc08276a888ec70c0f3d38905b122b173252,Buy,2.9064064929429616,1.0831582389434821e-05
2022-01-27T08:23:50+00:00,6.6,23.4,10.322136639811097,\x78918110224040c5ec6545b195ef5cf31677c9ec5f1499dcc2a24ae435c7a71a,Buy,2.906375011961576,8.76233358871057e-06
2022-01-26T22:39:30+00:00,1.44166,5.11134,2.2547184699514533,\x3240de8b72345930048a8cbdeb02a0a36b6013d1b65202b8c078707762729138,Buy,2.906349545334187,0.00014411679204293302
2022-01-26T20:24:20+00:00,109.78,389.22,171.71779129113412,\x9d23a2cf5b535adab2ba486601d9556a8ff0d22ce1f284ae7a43cefa7fd4e2b9,Buy,2.9059306915611582,0.00014254433112503498
2022-01-26T17:36:20+00:00,0.22,0.78,0.34417289013716973,\xe6a5861bb846f848a8ddbf6b54be9f3d1d0ea49e31c6e338d93c47462cf031f1,Buy,2.905516467614434,5.702990258430323e-07
2022-01-26T15:42:10+00:00,0.22,0.78,0.3441730864187456,\x79f4a6066b7238283a13d0f61fa80456a9938b806781f61641a6b5c7b1500ade,Buy,2.9055148106012227,5.702994314865608e-07
2022-01-26T15:37:45+00:00,0.22,0.78,0.34417328270057307,\x02c99edf3515eee19e20570e8046425f8b5abc7d90fb3fa176385b7f1394de9e,Buy,2.905513153587778,5.702998371233979e-07
2022-01-26T15:34:10+00:00,0.22,0.78,0.3441734789826521,\x9e584ae9149d9e9a7ca05eddc89fde2b7a163c792fbd74aedfa5b22ccf3c2420,Buy,2.9055114965741,5.703002427622611e-07
2022-01-26T15:31:00+00:00,0.22,0.78,0.34417367526498266,\x7a06f000fd3d284bfdc528cef36f32b91d8cad4cf7582fe63ee511fec0ee04cd,Buy,2.905509839560188,5.703006484060625e-07
2022-01-26T15:25:40+00:00,0.22,0.78,0.34417387154756474,\xced3f2e92fa898954a51ba6367aafd1e939259aca8db2e42f10676ce99e4f095,Buy,2.9055081825460425,5.703010540460702e-07
2022-01-26T15:09:40+00:00,0.22,0.78,0.3441740678303984,\xe1076cdfabd925e499282f41b3da60c6c8b5269ee867d4e9a89f8fdb876fc035,Buy,2.9055065255316634,5.703014596881077e-07
2022-01-26T15:04:50+00:00,0.22,0.78,0.3441742641134836,\x8dd4e93c8bc305ff432d3cf2d65c479c457c8af64dd9e9a3ebe2130c82a8d7dc,Buy,2.905504868517051,5.703018653292633e-07
2022-01-26T14:57:40+00:00,0.22,0.78,0.34417446039682037,\x065ea32f317edf7f0708d3a89bd404e53cc486a2c4599a5a0f4aa75d44ce720f,Buy,2.9055032115022046,5.703022709724486e-07
2022-01-26T14:54:05+00:00,0.22,0.78,0.3441746566804087,\x091ea12f7988b0758ebada4fcf51f07af34ea67a70d268b4a778fd48575288f3,Buy,2.9055015544871248,5.717284337125524e-07
2022-01-26T14:46:25+00:00,0.2211,0.7839,0.34589572772223337,\xa08e5f5ca86e55d82bc5ca7bfb528d704d5e5f90a65e1a8ffc23c57c35bbc63a,Buy,2.905499893329272,0.0002218737851435624
