block_time,exit_tribute,receiveAmount,amountSold,tx_hash,action,price_per_token
2023-04-17T13:10:30+00:00,2.262802724174625,16.593886643947247,27.9,\x508c4d8f7fe65c05a1b5b842d5d0669989614c231cd096fb53b34fb580497ce6,Sell,0.5947629621486469
2023-04-17T11:56:00+00:00,4.788766591781071,35.117621673061194,59.039,\x0e8abf56edc8bc26dd3fa4bd70af3e152912ab8fe7f46fe73b584ba3fc3b4eef,Sell,0.5948207400711596
2023-04-17T03:12:30+00:00,70.23428433214121,515.0514184357022,865,\xb3a9d2f1d28277fbf04b8561f8ae7a1adac4f64acfb8f19e8a925497585913d1,Sell,0.595435165821621
2023-04-16T13:05:40+00:00,3.0705278823178515,22.51720447033091,38.4,\x34927efae0ddb1688a9aadfb4f3d7e07b01eed429d7796557e05698cc0f63648,Sell,0.5863855330815341
2023-04-16T08:46:15+00:00,4.035907370837293,29.59665405280682,50.468,\x3d7f1a2e51155bdfbfe39e155bad35ebbe0ff85e010738b8ce66c6cd76d11f37,Sell,0.5864439655386942
2023-04-16T00:34:05+00:00,5.318278058857466,39.00070576495475,66.495,\x2fd98e9aed7b999f85713328ba320c71df0f04e868e0de95202dc0836d4a1ebc,Sell,0.5865208777344876
2023-04-15T09:33:50+00:00,8.281791603890243,60.73313842852845,104.914,\x38d25c0a7d84537fb9f4102b360730ecb343e0bb492d4d539e74422cb3e67a6a,Sell,0.5788849765381975
2023-04-15T08:54:55+00:00,33.9304747695707,248.82348164351848,429.574,\x7c781c83e19ec011c9240f52e4052e1e385e37e7e4dd143383d245cb686fc3c6,Sell,0.5792331045256894
2023-04-14T20:59:15+00:00,0.6130003638448576,4.495336001528956,7.972,\x0fddb927f02fbbe140897d8478a70cbae9d1908a04d3bc7a2cde71312f8a228a,Sell,0.5638906173518509
2023-04-14T15:33:55+00:00,2.1839432289793477,16.015583679181884,28.599,\x4120ea8998e57049cf900b849369e6a5af22b3e107629b0c213cd96b8567079a,Sell,0.5600050239232799
2023-04-13T19:33:55+00:00,9.088875513873123,66.6517537684029,119,\xf2b7a1e3fc3d1559c790135a1e013ed67917d663e628cb28f98a8fd531f1754b,Sell,0.5600987711630496
2023-04-13T18:00:15+00:00,1.0694407569566933,7.842565551015751,14,\x74b63040dbdde3342af5c64de019a6c428f75ffd8750abe3d400f0341a526033,Sell,0.5601832536439822
2023-04-13T17:07:50+00:00,145.84157164421282,1069.5048587242272,1905.055,\x66cf867017c62922bb3faa7bb78a21239965386d38d5eefed284c30b899030ec,Sell,0.5614036648412919
2023-04-13T09:19:10+00:00,4.163413399547481,30.531698263348193,54.264,\x1d9748b84980b3ab5257e292caaf3b693b0b42d9382fb167f377d4c20d0fbc3a,Sell,0.5626510810730538
2023-04-13T03:22:45+00:00,1.6458955674912739,12.069900828269342,21.45,\xeb8e2a6a2fc9f2856c2372a4a38ce887615d0926a1102b410d538689510cc6d4,Sell,0.562699339313256
2023-04-12T17:30:35+00:00,33.76386647673104,247.60168749602764,439.795,\xbd13f6a93cf005efa796f588e736cfc64c1aa13a91a86dcd0c9d6db08b79e10a,Sell,0.5629934116941475
2023-04-12T17:24:50+00:00,2.1661132843818334,15.884830752133446,28.2,\x2d04942e476143d422febf73888a7b6955b88828267741289a47c3d3279b831e,Sell,0.56329187064303
2023-04-12T08:22:30+00:00,3.957661892896381,29.022853881240128,51.519,\x2f020371bfab161b02ff7f0bfd4568da938fc7bf2f67d456d08491d69950aa94,Sell,0.5633427256204532
2023-04-12T00:14:05+00:00,2.4341771908813192,17.850632733129675,31.684,\x5190a314321924233aa793d2f7c2cf36f29a8c777c65061ad1973404f0f317b4,Sell,0.5633958064994847
2023-04-11T23:52:10+00:00,11.717824048468207,85.93070968876685,152.491,\xbb15627a55d7f3369e839c9330a28a32e83ff53d6358e2bf66afca3030da6777,Sell,0.563513320056704
2023-04-11T22:19:45+00:00,41.29677182490032,302.84299338260234,537,\x664a5911ee2698833112226790ce05844218eaf9ca57742bc4325e5a4a483d8f,Sell,0.5639534327422762
2023-04-11T18:45:50+00:00,1.3381012154199263,9.812742246412794,17.389,\x2ff9ba293946b4f00cb145614092cd10db151f303789ec43530ad248c85e9516,Sell,0.5643074499058481
2023-04-11T08:40:35+00:00,3.976369816802277,29.1600453232167,51.67,\x843b55f33b6e5cd17458ae7da0d70b0dada3aa518c3f26d85af9744abd6839e5,Sell,0.5643515642194058
2023-04-10T16:14:55+00:00,1.8856098378248838,13.82780547738248,24.5,\xc70e1d6d171428495df03181d37d6bb6e0e81dab4d3e994347db28c756db409d,Sell,0.5644002235666319
2023-04-10T08:55:30+00:00,4.26925315304221,31.307856455642877,55.466,\xcde891b8b11175997463a352a19bcc70cb68f287fc5ab3ee98466122e26a6690,Sell,0.5644513117160581
2023-04-09T13:08:45+00:00,1.5096763465587153,11.070959874763913,19.612,\x088d193eebfa6b2736f63d5396e3dea3c7ac8d258f6858500a5c87cb8d84f3f1,Sell,0.5644992797656493
2023-04-09T07:24:50+00:00,4.124932679812198,30.24950631862278,53.582,\x04b10bf0923de2e4c64fb0346678e34f47769fc4fe115b9ec57e1071b8e7d481,Sell,0.5645460475275799
2023-04-08T21:23:05+00:00,1.3935153427212834,10.219112513289412,18.1,\xaec92190ff8253cb8380d9a6aeafcccc752d2e562e05c1fcbbc1b3b198d8f8ce,Sell,0.564591851562951
2023-04-08T17:00:15+00:00,50.69806715471793,371.7858258012648,658,\xeb8903599d1c12da6c4273ea40e96e702d7c70d6f866aa9558a857d7eaa8be32,Sell,0.5650240513697034
2023-04-08T12:20:05+00:00,0.9097100858264645,6.671207296060739,11.798,\x4e05800b5f26f431712b9894f27b0570efd04ddfbf0fab3bc7f4052933b92286,Sell,0.565452389901741
2023-04-08T06:46:10+00:00,3.8528505608573265,28.25423744628706,49.964,\x9f4f24873d14ae5594e0a6c915ed76091dad5d6311bc63b77e6c5d3c103b0013,Sell,0.5654919030959703
2023-04-07T21:23:35+00:00,1.6579763721719125,12.158493395927358,21.499,\xb2b39486f11e66031f40e73f2e9233dbfbf275df456560622a9188519c42f90c,Sell,0.5655376248163803
2023-04-07T13:50:30+00:00,0.8329131187997831,6.108029537865076,10.8,\xb0a20482391bb72ba81a2b97d34584cab16a3eabffdf8e9d67c69d1a83129d39,Sell,0.5655582905430626
2023-04-07T07:48:00+00:00,4.037989087308749,29.611919973597495,52.355,\x724ce04f8905d1ddb4a9e07d52b0a07602dfcf63493638e177a3117c790e0bef,Sell,0.5655987006703752
2023-04-06T18:11:30+00:00,1.1701074215293723,8.580787757882064,15.17,\x84dbe176c30ebdf01df9650375818110841d71a8b034c099973942240749d3ef,Sell,0.5656419088913688
2023-04-06T14:34:20+00:00,15.71811834569177,115.26620120173965,203.729,\xa068edc0b9f574a598dc5e5dbd836c4b8a50782e636e3c502bc7b966f142fe12,Sell,0.5657820006073738
2023-04-06T10:43:20+00:00,392.8770738916169,2881.0985418718574,5062,\x47530f214febb1454879daa79ccf0887d9f284a3971ed44da0607b72ce44fb4c,Sell,0.5691620983547723
2023-04-06T07:43:15+00:00,4.1522798113686,30.450051950036396,53.192,\x90ac665d91e0b1e1e3986228cf3c31a16758f42f801d6886a9d476361c6a34b7,Sell,0.5724554810880659
2023-04-05T00:51:45+00:00,1.8881750053882884,13.846616706180782,24.186,\x21a5c2dc130930afb5cd2b4c09196906a64486c9b6deaeecfd13290dce5b2747,Sell,0.5725054455544853
2023-04-04T18:04:50+00:00,47.96883617236738,351.7714652640275,614,\xa5adaab745421ae138baed9add43b0b753ac89c0f9b07e0a1e0bc6b7dea6d22f,Sell,0.5729176958697516
2023-04-04T13:01:50+00:00,1.5869186411697935,11.637403368578486,20.298,\x1439a5c7a96c9c1ffe5c55e8ad435f62ff85f917ad565326ead32951177a9649,Sell,0.5733275873770068
2023-04-04T08:02:25+00:00,4.012340127056067,29.423827598411158,51.317,\x933841caa62844caf563b106b26b30e1e4170458508f4bb585fa0c65348cd273,Sell,0.5733738838671621
2023-04-03T18:51:55+00:00,4.691829695027777,34.406751096870366,60,\x9c78d60a50f95c195a5e7b66df1b4fad1dd4181ec7592e6330ac6f8f3f7becda,Sell,0.573445851614506
2023-04-03T18:30:20+00:00,79.57391437534518,583.5420387525313,1016.372,\xa79e23806cc2bce822fb6f6e588150dfc28b99aacb541a5d2268918a2e3b2efa,Sell,0.5741421829335434
2023-04-03T17:33:30+00:00,121.38959497179589,890.1903631265031,1546,\x168d6365b2a166bd35b5e92e40f06cd297f130f587c845a7929fd67106758448,Sell,0.575802304739006
2023-04-03T08:26:45+00:00,4.336928059853407,31.804139105591652,55.135,\x077f7f479052d0a0325d1db54b272c5dd2fcdccf2627865b6ec969dbfe789cd8,Sell,0.5768411917219851
2023-04-02T18:10:05+00:00,12.000839942263537,88.00615957659927,152.53,\xd7097e69636739c69db7889532af13270ec7ea56e30049449cad1067845dbda6,Sell,0.576976067505404
2023-04-01T01:35:00+00:00,41.25897258293556,302.5657989415275,524,\xc85f17347c01bcb6759f9928a3977adb383e4538434070b0649b6e47a47d97b5,Sell,0.5774156468349761
2023-03-30T23:28:35+00:00,8.11578981661772,59.51579198852995,103,\x1bdcba6a41ca5eea0bec975b4f23e81711992a520fbbada12b358f94d428a052,Sell,0.5778232231896112
2023-03-30T19:37:25+00:00,84.26303751231623,617.9289417569858,1068,\xbbdb987e61fe9459906b905f3fa974b1bf3a78dec869a9ae52bb09798fe47aeb,Sell,0.5785851514578518
2023-03-30T15:47:45+00:00,0.9358401502354438,6.862827768393254,11.847,\x6d5d6527f644ba74dfacd676e9593c1bd75e396c29e94df43d1288518916652b,Sell,0.5792882390810546
2023-03-30T13:54:20+00:00,2.053927542568291,15.062135312167467,26,\x3eff3c332523d533c7ece529debfb0c6533bae8cb841d8fdbcea0a70c6679e71,Sell,0.5793128966218256
2023-03-29T15:40:30+00:00,8.05887575275152,59.09842218684448,102,\xbb0046078382577e8058b82fa857a48600d945ced4b1f1e791bc586c2dc7aabf,Sell,0.5793962959494557
2023-03-29T12:27:15+00:00,0.7166183676035977,5.255201362426383,9.069,\xd1b5c9a48900ce00a2252d3da2bdd8f653f28507f77b97fa4bf14b16495f8ac2,Sell,0.5794686693600599
2023-03-29T01:19:30+00:00,46.73143115743418,342.697161821184,591,\xa0854e509c17ef3e895d866b91b954c82246ec74c190b2ecfee465dcfb9560a8,Sell,0.5798598338767919
2023-03-29T00:58:45+00:00,0.763083483091953,5.595945542674321,9.644,\x31ba59bb0a9cdd53fe157cbeca734d16269ea9c0d65594f197ac1c722f09d462,Sell,0.5802515079504689
2023-03-28T21:56:10+00:00,66.68723919096125,489.03975406704916,842,\x2a5a6aa45941489e9e727d2e739aec6e9a18c7bd7a83adb2aa7702db40343fbf,Sell,0.5808073088682294
2023-03-28T19:52:35+00:00,100.08488908478107,733.9558532883945,1260.7,\x78ae1b76718768c4e1dfc8625b2245e49826a142854644296285730a4781a97b,Sell,0.5821812114606127
2023-03-28T12:01:15+00:00,68.78125785939436,504.395890968892,864.325,\x4baa3dfbd2d8bb8b24981382fcf425f482e6847a80ef63c047d16654beb4bc2e,Sell,0.5835720255330946
2023-03-28T11:58:05+00:00,109.19891740033611,800.7920609357982,1368.79,\x73778d3b1b945c70b7a24d47bc2bddd6d7b52f32b72a577ac364f0da53a4d558,Sell,0.5850364635450275
2023-03-28T11:54:15+00:00,159.6929606640045,1171.081711536033,1994.189,\x6d6b38cc842cf0004b5302dfce3ad0667679b19b6de56f3f9187236846c6753b,Sell,0.5872471022235269
2023-03-28T07:36:20+00:00,4.219183558055434,30.940679425739848,52.567,\xffa8003bbbd2179214bc7627a4f9a5e36ab94b00e2232ae15f2ba7f3ebe9970f,Sell,0.5885951152955248
2023-03-28T03:32:25+00:00,1641.7272213247516,12039.332956381511,20000,\xb71be659e3c164fa2387e6ad980b4588159ddd34796fbdf0c5f0568fcd9ebcfb,Sell,0.6019666478190756
2023-03-28T03:28:55+00:00,84.01851132427592,616.1357497113568,1000,\x4d90da0e041a9d2df139332425866d6f21ae3e2f99c19aeebeab4205bbf6ca27,Sell,0.6161357497113568
2023-03-28T03:28:15+00:00,168.59616867550346,1236.3719036203588,2000,\x6adddc52f121ed6a6061cc0928c77b54e0f24c21e2a69c206d762ef09e72fb66,Sell,0.6181859518101794
2023-03-28T01:26:00+00:00,2620.0608807874764,19213.77979244149,30000,\x2c9086246d17d3ca1b9c916dbf2b78f4adec496a45dec44cb873dfbe29ce3e68,Sell,0.6404593264147165
2023-03-28T01:15:45+00:00,2796.8408374868745,20510.166141570415,30000,\x5fd578dfb9199ec18b7401ba8801c8c737e50885d26646a2d84cf9a5f2251206,Sell,0.6836722047190138
2023-03-28T01:06:50+00:00,2982.453892062655,21871.328541792805,30000,\x64b5ae705e1ea98bf40cb691b31c06f1ba1b716da25e3094174d67e4d51a6d59,Sell,0.7290442847264268
2023-03-28T00:59:55+00:00,2.474279714087918,18.144717903311395,24.113,\xe22bba58966018d2bfe68b8f6661f65b7ee72055bf728f5382eac591399820fd,Sell,0.7524869532331686
2023-03-27T21:31:15+00:00,1.3217948820452161,9.693162468331586,12.881,\x1dcb5d81f344cf95029b0bf586d2d0530735c3c6038fe8cfd7c504616ffbe094,Sell,0.7525163006235219
2023-03-27T19:57:30+00:00,10.26280712406337,75.2605855764647,100,\x0170e2408f7f84d147d4c3e409252309cdc3be998a60eb49e81eae04924649e9,Sell,0.7526058557646471
2023-03-27T15:05:40+00:00,26.62256705226239,195.2321583832575,259.31,\x73bee3e6fe454af8b3c989466fbc5e8b618964d0e6badb8bad41809e657ccfd2,Sell,0.7528909736734315
2023-03-27T07:27:45+00:00,4.5179686002392,33.13176973508747,43.992,\x5a5289ea99a7e34937c2cd3de344f847a11ca7df5189ddb39c155b98fb5f61af,Sell,0.7531316997428502
2023-03-26T18:30:30+00:00,2.3579478676952923,17.291617696432144,22.958,\x89fc4b0b685963cd5fd2c9c4f8acfdf04dd7a62a57ac9e2c308baa7b7da9f4a6,Sell,0.7531848460855538
2023-03-26T11:11:30+00:00,5.485612845630963,40.22782753462706,53.406,\x861ce85b88ef9b75878c76c9de28986aeeae03a82f411dfbefaaef4ab7f2a70e,Sell,0.7532454693223057
2023-03-25T20:53:15+00:00,99.93610378409748,732.8647610833815,971.892,\xb1219546268e0c0384d3a36417d6f4735140dd5399b0f7c9fd5fe6678e295fb8,Sell,0.754059876080245
2023-03-25T13:35:05+00:00,2.893495052727205,21.218963719999504,28.11,\x0e035ec24c7f4bea460388aca7dec99aeb0180ecf0ccb18d62dbe9fde41c3aba,Sell,0.7548546325151015
2023-03-24T15:23:05+00:00,61.801711234120624,453.2125490502179,600,\xb63a7875e0b8d39ba661e4bef4ef7c3d849e7a558b9a2abe2bde3d54cd5ebb0c,Sell,0.7553542484170298
2023-03-23T20:27:40+00:00,34.84937049080872,255.56205026593057,338,\x2de82da52c2de5736f47dc35e08f77197b681fa91a27a20e664ebd019920bc2a,Sell,0.7561007404317472
2023-03-23T07:54:10+00:00,5.249866378108561,38.49902010612945,50.897,\xa3587591a3253805494b3640ab50e73ab786bfdf4cde2157015cbbde58268e98,Sell,0.7564103995545798
2023-03-22T22:36:40+00:00,1.9626168797807235,14.39252378505864,19.026,\x0f6ea57f45b87bdfe99c2d0e6617a13d28c743b4af52485b9b9bf581c3e9ca63,Sell,0.7564660877251466
2023-03-22T21:36:40+00:00,9.883495841388056,72.47896950351242,95.801,\xc75ab93ca39fd9f96c5d1667de29790f0ac07189fd0a137f10b9c01a60edd294,Sell,0.7565575464088309
2023-03-22T17:35:55+00:00,2.042953995941694,14.981662636905757,19.8,\xfce17b3c5658b01d23d24aecd1706e32e20a281d8e1b825b3ecf87e098150419,Sell,0.7566496281265533
2023-03-21T19:43:20+00:00,64.01439049761015,469.4388636491411,620,\x107ffbf4d1e6229dac5bbb4c8ee989da3b4c52517946765593f62ec40d1c2248,Sell,0.7571594574986147
2023-03-21T18:57:45+00:00,4.903021801974976,35.95549321448316,47.454,\xc88a6806747d646f29fbd27a79916102bdd1a1524a62a054c93cf72a8d7aaefd,Sell,0.7576915162996409
2023-03-21T12:57:05+00:00,10.842134351288452,79.50898524278197,104.919,\xa1cd2d3b6bf491a1077772d8316ddea43ef04620850bbf016930e5a6467c5acf,Sell,0.7578130295064
2023-03-21T08:09:55+00:00,5.528995474225754,40.54596681098886,53.495,\x08da91052d9746acd33ebaad97fc80d412ac6f6755ece8ce8d232a674cdc8850,Sell,0.7579393739786683
2023-03-21T00:38:25+00:00,12.715071775111037,93.24385968414761,123,\x2f442586a71b77e964c724c2a9b4bd07c5086331e7d8f07cc88023d923c548db,Sell,0.7580801600337204
2023-03-20T14:56:40+00:00,51.18134264852828,375.3298460892074,494.784,\x3b5bf52ee9e27aa3befe39a941cf0f3898e1eeab57f0268c238cb487e11941c7,Sell,0.7585731270396929
2023-03-20T11:30:50+00:00,5.7900941926069995,42.46069074578466,55.942,\xa982bc5374de26933e6ec9ff4953037bcdd1ccfc93ffe66c17aeab620e5d4128,Sell,0.7590127407991252
2023-03-19T23:21:05+00:00,9.57185801379497,70.19362543449644,92.5,\x2e9b90ddb9e4bacef9789b3eea2b3e943a402fa43897a312d8842d45db06a6ab,Sell,0.7588500046972588
2023-03-18T21:57:20+00:00,3.345001621635583,24.530011891994274,32.321,\x2fef7f5c2899c065cbf0cf69dae91383a0ac8db03feafbecdf5d43e6b0225572,Sell,0.7589496578693194
2023-03-18T02:19:15+00:00,41.208918598306255,302.1987363875792,398,\xbd74b23e4739401692f549de5d8584e269570a309be58a34a839f20e444a9c8c,Sell,0.7592933075064804
2023-03-16T22:58:00+00:00,3.369267235319632,24.707959725677302,32.526,\x80e6441b3851f60068a9682b68745d761d9441a082635c6ffaade267e5688a88,Sell,0.7596372048723268
2023-03-16T08:44:20+00:00,17.199014793359776,126.12610848463835,166,\x4bdb520028de36fcfdfebb9a173e3d53a34617050eca82ea44c367908f8cbb2a,Sell,0.7597958342448093
2023-03-15T16:57:25+00:00,47.06894983759313,345.1722988090163,454,\xaf6fbb0ee9e62dea4c12ae9360844641a6c971a4286c6d6f29df3daacc4ef9e2,Sell,0.7602914070683179
2023-03-15T12:41:45+00:00,3.6305296615741938,26.623884184877422,35,\xe097eabd35b4e7b6467cbc96f7a48b6c1acea97d306b2dcebbe25c3cc0aa6437,Sell,0.760682405282212
2023-03-14T23:41:05+00:00,4.864187500877061,35.67070833976511,46.889,\x8065f911373303c8d19d8a2bcad7e8b1621a83629684d022168ca357393645e4,Sell,0.7607479012084949
2023-03-14T11:36:55+00:00,1.8584954235511977,13.62896643937545,17.914,\xb22b837f4debaec2d9561cd0f521d30c397f7d59fa965c98751a7c1837080925,Sell,0.7607997342511694
2023-03-14T01:26:40+00:00,81.48419777720824,597.5507836995271,784.762,\x3dcb7c80555ee56de582c174a0ae9b4b393d5f0f013569f71ca71d644aab098b,Sell,0.7614420470149256
2023-03-13T17:37:15+00:00,45.031309144146405,330.229600390407,433.135,\xd668abf93cb2d38ddb214d0a189be39d2c7b72c05cb5112cc9376c73a29813be,Sell,0.7624172611089083
2023-03-13T11:11:35+00:00,12.379132199349563,90.78030279523013,119,\xb05be073b931580a1c41b58ebdef014f243d6406dea80d31f9f291d49ff0ffd0,Sell,0.7628596873548751
2023-03-13T07:51:15+00:00,5.298694344357082,38.857091858618595,50.927,\xc93bf53a348f8974a5c8f20843c0e9891b4489676ee373f48877a4b9bbbdb5a6,Sell,0.7629958933103972
2023-03-13T05:44:40+00:00,7.814806226468092,57.30857899409934,75.1,\x126f2aa2fb2ce162db8693ad2ea17bb74cd4269dcb6eafacd4e1ffc69c832128,Sell,0.7630969240226277
2023-03-12T23:21:15+00:00,53.31091105983449,390.9466811054529,512,\xb45ab07d2631c9adbeeb930f96675c054d41fad9cd01add26705e70e22772361,Sell,0.7635677365340877
2023-03-12T18:14:35+00:00,10.418982202931875,76.40586948816708,100,\x1b2fdf3b8c0599a20475680abcbd74fa3f0cb7f1a4540f5d764817b0f6521d40,Sell,0.7640586948816709
2023-03-12T08:27:40+00:00,5.53701662234423,40.60478856385768,53.135,\x1639e841683444e105e81eca7906a5d72aa3a5dcc0a9eb9b40bc8d24b807cae2,Sell,0.7641815858446915
2023-03-12T03:30:45+00:00,5.390470507399212,39.53011705426089,51.723,\xdaa6209597e48a59cb0c892fbf7a24dc5023e2a26b2e8389ac42ed5362be8bcf,Sell,0.7642657435620689
2023-03-11T15:35:40+00:00,27.96609777688679,205.08471703050313,268.252,\x4a9ec9584d7e0229afe2347852eeed5685b599d452d66793fe61b10c531b8410,Sell,0.7645226019955234
2023-03-11T15:34:00+00:00,27.627723907265338,202.60330865327913,264.858,\xe9c6b7cb529a1607ec73a9c0ef67fe31bc88ce4b0d54b2a9a71684fbed372a18,Sell,0.7649506854740243
2023-03-11T07:59:45+00:00,5.493933606646298,40.28884644873952,52.651,\x5547f2174b166c2ec9f5e71ae10e8f5dc48d1fee0075e14becb865165d17eb1f,Sell,0.765205721614775
2023-03-10T18:01:05+00:00,3.130658682611184,22.958163672482016,30,\xbbef47d04cf40476ceb0fbeb52a7fbe7a4fc3301fd283fdacf01b2b1e1f3a0dc,Sell,0.7652721224160672
2023-03-10T16:13:15+00:00,4.800726336152364,35.20532646511734,46,\xd0c87acf0f8a8e5a09357b5c39050c2798c71423ada4be284540212503725db5,Sell,0.76533318402429
2023-03-10T14:19:25+00:00,2.246690459255217,16.47573003453826,21.526,\xe2655d13751c4aab707198d845ff183aee0cc0e0eb63e2a31f21711a42679686,Sell,0.76538744005102
2023-03-10T07:46:45+00:00,5.384496416641023,39.486307055367504,51.586,\xcbb0c000e6b35438e00e0d2c94ba3e525b489f96e8286fc4d00d179f3bf67dc3,Sell,0.7654461880232525
2023-03-09T22:35:15+00:00,197.7076825257215,1449.8563385219577,1890.275,\xdfb356450099935c050ca739abb3cad0719a2603a876d99620f9588c15b8b7b7,Sell,0.7670081541161777
2023-03-09T21:33:15+00:00,33.54711892465899,246.01220544749927,320,\x1608ace306df2213191dd079af5dcc3d3365959c1caf8235784b917a5a5f53bf,Sell,0.7687881420234353
2023-03-09T13:17:10+00:00,0.6135977188618172,4.49971660498666,5.851,\xd06ba3bf86d3e6c7da68e0a5b34857828b474ce58f75e7e8a2c16d46a8541d5b,Sell,0.7690508639525996
2023-03-09T11:04:50+00:00,1.8402090808829468,13.494866593141609,17.547,\xc2db7f4e8f90ee7dace38216d93b13facea1061d8cdd195f12c0902c40aa7995,Sell,0.7690697323269852
2023-03-09T08:04:00+00:00,5.557534122307648,40.75525023025609,52.989,\xc94da5e4e6089ee65e984f703639dbb42f3326329a0729d1d90d45ca49ff884f,Sell,0.7691266155288096
2023-03-09T00:19:15+00:00,2.4770663402772106,18.16515316203288,23.616,\x86d1c66d8002f66518d456c1884b08023018679965e79aac73671101885718e3,Sell,0.7691883960887906
2023-03-08T12:52:55+00:00,2.0770081089257797,15.23139279878905,19.801,\x8d25fbedb0dcd8d091fae7d3b5938a1f14c2ddfd81b67a28922665f4499ef595,Sell,0.7692234128977855
2023-03-08T07:41:25+00:00,5.462772020142856,40.06032814771427,52.075,\x95114c87872b62430489e3d38d630ccd2f465a405a90a834f8e0be7a755b24da,Sell,0.7692813854577873
2023-03-08T04:21:15+00:00,110.25984170049554,808.5721724703006,1049.861,\x7454c592d6cef007ee723e11c09a099749caa274c8c6a013e6ec5753743889c2,Sell,0.7701706916156527
2023-03-07T23:26:20+00:00,53.64949377106016,393.42962098777446,510,\x537ed0e4677cf190e02043968299f634dce524065c153f6bd5b4431227e3f872,Sell,0.771430629387793
2023-03-07T18:23:15+00:00,5.7049446827147525,41.83626100657485,54.2,\x0582a61a37d6791b743d9ecb67797c57b4b38874a6f6d30fa473db788d375a5f,Sell,0.7718867344386504
2023-03-07T16:54:30+00:00,87.83202243790123,644.1014978779424,833.675,\x02952a3c117b3fc3845db507f805d486f3792d983257465c73b59362d9430182,Sell,0.7726050293914803
2023-03-07T13:58:45+00:00,2.0955966936818973,15.367709087000579,19.873,\xa9fcdbef33338bb1e954af4c55b4f54070a5ad989c82168bd2783f9052f23e77,Sell,0.7732958832084024
2023-03-07T11:49:35+00:00,1.9851661233673936,14.557884904694221,18.825,\x00a2b956e2b7692292eecf7ccf59464c2de9cc32d3f8069b9f6eea72ba7f0006,Sell,0.773327219372867
2023-03-07T07:48:15+00:00,4.69110296986599,34.40142177901726,44.482,\x1ecd178d90d68325b443d82b75194cc257239adc504801d67c45274a7384a24a,Sell,0.7733784852078878
2023-03-06T17:15:05+00:00,8.64892299001542,63.42543526011308,82,\xbb926570305e08392a593b601b6f625e5a4d514362bd958b0d48bf33f17476d8,Sell,0.7734809178062572
2023-03-06T14:47:25+00:00,11.28802336300683,82.77883799538343,107,\x405d05dd59034ea501960e0e2baa86aba0fe6e7a983810406174bc88497e6783,Sell,0.7736339999568544
2023-03-06T14:26:35+00:00,343.3241419989546,2517.7103746590005,3243,\x9f5b4c1c1a6f04fa7f5746b7c61192c2494a876d405e69a2fd31c61d72fea9aa,Sell,0.7763522586059206
2023-03-06T14:20:40+00:00,111.6594450315777,818.8359302315698,1050,\xf4685e2e4ebde3f9ba453727fbd0acf50b737456c575249325dc5af5e20a6317,Sell,0.7798437430776856
2023-03-06T14:13:50+00:00,317.4872627656333,2328.2399269479774,2973,\xb01eb00dae31abcfd08883b9b9fe7734500a798cd741769802de729af2d4cee6,Sell,0.7831281288086033
2023-03-06T11:59:45+00:00,5.591852054957625,41.006915069689256,52.198,\x3be0668a2196646c2b8cf0fecb49eaa64c4b2246d9862509902075cbf5dbe816,Sell,0.7856031853651338
